ticker,company_name,exchange,start_date,target_end_date,end_date,start_price,end_price,return_90d,raw_start_price,raw_end_price,raw_return_90d,adjusted_start_price,adjusted_end_price,adjusted_return_90d,qualification_basis,quality_tier,needs_manual_review,market_cap_at_start,industry,episode_id,data_source,data_quality,preliminary,price_basis,notes
GME,,US,2020-10-28,2021-01-26,2021-01-26,2.955,36.995,11.519458544839255,2.955,36.995,11.519458544839255,,,,raw,RAW_ONLY_REVIEW,True,,,GME_001,akshare,POC,True,dual,raw/adjusted qualification mismatch
GME,,US,2020-10-29,2021-01-27,2021-01-27,2.9325,86.8775,28.625745950554133,2.9325,86.8775,28.625745950554133,,,,raw,RAW_ONLY_REVIEW,True,,,GME_001,akshare,POC,True,dual,raw/adjusted qualification mismatch
GME,,US,2020-10-30,2021-01-28,2021-01-28,2.6175,48.4,17.4909264565425,2.6175,48.4,17.4909264565425,,,,raw,RAW_ONLY_REVIEW,True,,,GME_001,akshare,POC,True,dual,raw/adjusted qualification mismatch
GME,,US,2020-11-02,2021-01-31,2021-02-01,2.6875,56.25,19.930232558139537,2.6875,56.25,19.930232558139537,,,,raw,RAW_ONLY_REVIEW,True,,,GME_001,akshare,POC,True,dual,raw/adjusted qualification mismatch
GME,,US,2020-11-03,2021-02-01,2021-02-01,2.8925,56.25,18.44684528954192,2.8925,56.25,18.44684528954192,,,,raw,RAW_ONLY_REVIEW,True,,,GME_001,akshare,POC,True,dual,raw/adjusted qualification mismatch
GME,,US,2020-12-07,2021-03-07,2021-03-08,4.0875,48.625,10.896024464831804,4.0875,48.625,10.896024464831804,,,,raw,RAW_ONLY_REVIEW,True,,,GME_001,akshare,POC,True,dual,raw/adjusted qualification mismatch
GME,,US,2020-12-08,2021-03-08,2021-03-08,4.235,48.625,10.481700118063754,4.235,48.625,10.481700118063754,,,,raw,RAW_ONLY_REVIEW,True,,,GME_001,akshare,POC,True,dual,raw/adjusted qualification mismatch
GME,,US,2020-12-09,2021-03-09,2021-03-09,3.415,61.725,17.074670571010248,3.415,61.725,17.074670571010248,,,,raw,RAW_ONLY_REVIEW,True,,,GME_001,akshare,POC,True,dual,raw/adjusted qualification mismatch
GME,,US,2020-12-10,2021-03-10,2021-03-10,3.53,66.25,17.76770538243626,3.53,66.25,17.76770538243626,,,,raw,RAW_ONLY_REVIEW,True,,,GME_001,akshare,POC,True,dual,raw/adjusted qualification mismatch
GME,,US,2020-12-11,2021-03-11,2021-03-11,3.3275,65.0,18.53418482344102,3.3275,65.0,18.53418482344102,,,,raw,RAW_ONLY_REVIEW,True,,,GME_001,akshare,POC,True,dual,raw/adjusted qualification mismatch
GME,,US,2020-12-14,2021-03-14,2021-03-15,3.18,55.035,16.306603773584904,3.18,55.035,16.306603773584904,,,,raw,RAW_ONLY_REVIEW,True,,,GME_001,akshare,POC,True,dual,raw/adjusted qualification mismatch
GME,,US,2020-12-15,2021-03-15,2021-03-15,3.4625,55.035,14.894584837545127,3.4625,55.035,14.894584837545127,,,,raw,RAW_ONLY_REVIEW,True,,,GME_001,akshare,POC,True,dual,raw/adjusted qualification mismatch
GME,,US,2020-12-16,2021-03-16,2021-03-16,3.4625,52.0425,14.030324909747291,3.4625,52.0425,14.030324909747291,,,,raw,RAW_ONLY_REVIEW,True,,,GME_001,akshare,POC,True,dual,raw/adjusted qualification mismatch
GME,,US,2020-12-17,2021-03-17,2021-03-17,3.7075,52.4525,13.147673634524612,3.7075,52.4525,13.147673634524612,,,,raw,RAW_ONLY_REVIEW,True,,,GME_001,akshare,POC,True,dual,raw/adjusted qualification mismatch
GME,,US,2020-12-18,2021-03-18,2021-03-18,3.9075,50.4375,11.907869481765834,3.9075,50.4375,11.907869481765834,,,,raw,RAW_ONLY_REVIEW,True,,,GME_001,akshare,POC,True,dual,raw/adjusted qualification mismatch
GME,,US,2020-12-21,2021-03-21,2021-03-22,3.8825,48.6225,11.523502897617515,3.8825,48.6225,11.523502897617515,,,,raw,RAW_ONLY_REVIEW,True,,,GME_001,akshare,POC,True,dual,raw/adjusted qualification mismatch
